"original","country","type","idREZE","department","apYear","apSerie","apID","date","journal"
"33800, EFF, 2021X 303654, 033","France","EFF","2021X303654",33,"2021X","303","654",2021-08-05,"0180"
"33800, EFF, 2021X 303654, 033","France","EFF","2021X303654",33,"2021X","303","654",2021-08-05,"0180"
"Maroc, NAT, 2021X 302907, 092","Maroc","NAT","2021X302907",92,"2021X","302","907",2021-08-05,"0180"
"Maroc, NAT, 2020X 031563, 092","Maroc","NAT","2020X031563",92,"2020X","031","563",2021-08-05,"0180"
"Côte d’Ivoire, NAT, 2020X 034315, 092","Côte d’Ivoire","NAT","2020X034315",92,"2020X","034","315",2021-08-05,"0180"
"Maroc, NAT, 2020X 034248, 092","Maroc","NAT","2020X034248",92,"2020X","034","248",2021-08-05,"0180"
"Comores, NAT, 2021X 303368, 037","Comores","NAT","2021X303368",37,"2021X","303","368",2021-08-05,"0180"
"Algérie, NAT, 2021X 001264, 018","Algérie","NAT","2021X001264",18,"2021X","001","264",2021-08-05,"0180"
"Algérie, NAT, 2021X 000499, 092","Algérie","NAT","2021X000499",92,"2021X","000","499",2021-08-05,"0180"
"Algérie, NAT, 2021X 303345, 094","Algérie","NAT","2021X303345",94,"2021X","303","345",2021-08-05,"0180"
"35700, EFF, 2020X 025800, 035","France","EFF","2020X025800",35,"2020X","025","800",2021-08-05,"0180"
"Maroc, NAT, 2020X 110261, 021","Maroc","NAT","2020X110261",21,"2020X","110","261",2021-08-05,"0180"
"Côte d’Ivoire, NAT, 2021X 303901, 075","Côte d’Ivoire","NAT","2021X303901",75,"2021X","303","901",2021-08-05,"0180"
"Turquie, NAT, 2021X 000254, 093","Turquie","NAT","2021X000254",93,"2021X","000","254",2021-08-05,"0180"
"Géorgie, NAT, 2021X 303319, 069","Géorgie","NAT","2021X303319",69,"2021X","303","319",2021-08-05,"0180"
"75014, EFF, 2021X 303870, 091","France","EFF","2021X303870",91,"2021X","303","870",2021-08-05,"0180"
"Mexique, NAT, 2021X 006891, 092","Mexique","NAT","2021X006891",92,"2021X","006","891",2021-08-05,"0180"
"Sri Lanka,  NAT, 2020X 035161, 091","Sri Lanka","NAT","2020X035161",91,"2020X","035","161",2021-08-05,"0180"
"République du Congo, NAT, 2021X  303598, 077","République du Congo","NAT","2021X 303598",77,"2021X"," 30","359",2021-08-05,"0180"
"Chili, NAT, 2021X 304048, 078","Chili","NAT","2021X304048",78,"2021X","304","048",2021-08-05,"0180"
"Espagne, NAT, 2021X 303904, 093","Espagne","NAT","2021X303904",93,"2021X","303","904",2021-08-05,"0180"
"Royaume-Uni, NAT, 2021X 006121, 012","Royaume-Uni","NAT","2021X006121",12,"2021X","006","121",2021-08-05,"0180"
"Equateur, NAT, 2020X 033149,  067","Equateur","NAT","2020X033149",67,"2020X","033","149",2021-08-05,"0180"
"Maurice, NAT, 2021X 003023, 013","Maurice","NAT","2021X003023",13,"2021X","003","023",2021-08-05,"0180"
"Cuba, NAT, 2020X 029528, 972","Cuba","NAT","2020X029528",972,"2020X","029","528",2021-08-05,"0180"
"République Démocratique du Congo, NAT, 2021X  101293, 042","République Démocratique du Congo","NAT","2021X 101293",42,"2021X"," 10","129",2021-08-05,"0180"
"Royaume-Uni, NAT, 2020X 028392, 084","Royaume-Uni","NAT","2020X028392",84,"2020X","028","392",2021-08-05,"0180"
"Dominique, NAT, 2020X 105481, 978","Dominique","NAT","2020X105481",978,"2020X","105","481",2021-08-05,"0180"
"Portugal, NAT, 2019X 035226, 092","Portugal","NAT","2019X035226",92,"2019X","035","226",2021-08-05,"0180"
"92000, EFF, 2020X 035050, 078","France","EFF","2020X035050",78,"2020X","035","050",2021-08-05,"0180"
"92000, EFF, 2020X 035050, 078","France","EFF","2020X035050",78,"2020X","035","050",2021-08-05,"0180"
"Bulgarie, NAT, 2020X 035050, 078","Bulgarie","NAT","2020X035050",78,"2020X","035","050",2021-08-05,"0180"
"Sénégal, NAT, 2021X 304041, 092","Sénégal","NAT","2021X304041",92,"2021X","304","041",2021-08-05,"0180"
"Cambodge, NAT, 2020X 033773, 013","Cambodge","NAT","2020X033773",13,"2020X","033","773",2021-08-05,"0180"
"13006, EFF, 2020X 033773, 013","France","EFF","2020X033773",13,"2020X","033","773",2021-08-05,"0180"
"Cambodge, EFF, 2020X 033773, 013","Cambodge","EFF","2020X033773",13,"2020X","033","773",2021-08-05,"0180"
"Pologne, NAT, 2021X 006006, 033","Pologne","NAT","2021X006006",33,"2021X","006","006",2021-08-05,"0180"
"Maroc, NAT, 2021X 303336, 094","Maroc","NAT","2021X303336",94,"2021X","303","336",2021-08-05,"0180"
"Salvador, NAT, 2021X  006013, 075","Salvador","NAT","2021X 006013",75,"2021X"," 00","601",2021-08-05,"0180"
"Algérie, NAT, 2021X 000147, 014","Algérie","NAT","2021X000147",14,"2021X","000","147",2021-08-05,"0180"
"75020, EFF, 2021X 000147, 014","France","EFF","2021X000147",14,"2021X","000","147",2021-08-05,"0180"
"Algérie, NAT, 2021X 302921, 063","Algérie","NAT","2021X302921",63,"2021X","302","921",2021-08-05,"0180"
"75020, EFF, 2021X 000147, 014","France","EFF","2021X000147",14,"2021X","000","147",2021-08-05,"0180"
"74100, EFF, 2020X 025324, 074","France","EFF","2020X025324",74,"2020X","025","324",2021-08-05,"0180"
"Biélorussie, NAT, 2020X 025859, 013","Biélorussie","NAT","2020X025859",13,"2020X","025","859",2021-08-05,"0180"
"Madagascar, NAT, 2020X  027840, 028","Madagascar","NAT","2020X 027840",28,"2020X"," 02","784",2021-08-05,"0180"
"Algérie, NAT, 2020X 109395, 013","Algérie","NAT","2020X109395",13,"2020X","109","395",2021-08-05,"0180"
"Algérie, NAT, 2021X 004626, 092","Algérie","NAT","2021X004626",92,"2021X","004","626",2021-08-05,"0180"
"Maroc, NAT, 2020X 030711, 095","Maroc","NAT","2020X030711",95,"2020X","030","711",2021-08-05,"0180"
"Madagascar, NAT, 2020X 026920, 071","Madagascar","NAT","2020X026920",71,"2020X","026","920",2021-08-05,"0180"
"Madagascar, NAT, 2021X 303844,  094","Madagascar","NAT","2021X303844",94,"2021X","303","844",2021-08-05,"0180"
"Madagascar, NAT, 2021X 303847, 041","Madagascar","NAT","2021X303847",41,"2021X","303","847",2021-08-05,"0180"
"92340, EFF, 2020X 027840, 028","France","EFF","2020X027840",28,"2020X","027","840",2021-08-05,"0180"
"Madagascar, NAT, 2021X 304156, 019","Madagascar","NAT","2021X304156",19,"2021X","304","156",2021-08-05,"0180"
"Somalie, NAT, 2021X 304119, 025","Somalie","NAT","2021X304119",25,"2021X","304","119",2021-08-05,"0180"
"Madagascar, NAT, 2021X 005257, 013","Madagascar","NAT","2021X005257",13,"2021X","005","257",2021-08-05,"0180"
"Iran, NAT, 2021X 000901, 075","Iran","NAT","2021X000901",75,"2021X","000","901",2021-08-05,"0180"
"Haïti, NAT, 2020X 030576, 093","Haïti","NAT","2020X030576",93,"2020X","030","576",2021-08-05,"0180"
"97142, EFF, 2020X 030576, 093","France","EFF","2020X030576",93,"2020X","030","576",2021-08-05,"0180"
"Madagascar, NAT, 2021X  001885, 013","Madagascar","NAT","2021X 001885",13,"2021X"," 00","188",2021-08-05,"0180"
"Maroc, NAT, 2021X 006976, 078","Maroc","NAT","2021X006976",78,"2021X","006","976",2021-08-05,"0180"
"Maroc, NAT, 2020X 031397, 063","Maroc","NAT","2020X031397",63,"2020X","031","397",2021-08-05,"0180"
"Arabie Saoudite, NAT, 2020X 034247, 092","Arabie Saoudite","NAT","2020X034247",92,"2020X","034","247",2021-08-05,"0180"
"75004, NAT, 2019X 015254, 006","France","NAT","2019X015254",6,"2019X","015","254",2021-08-05,"0180"
"Autriche, NAT, 2021X 007062, 073","Autriche","NAT","2021X007062",73,"2021X","007","062",2021-08-05,"0180"
"Royaume-Uni, NAT, 2021X 005661, 073","Royaume-Uni","NAT","2021X005661",73,"2021X","005","661",2021-08-05,"0180"
"Colombie, NAT, 2020X 027221,  973","Colombie","NAT","2020X027221",973,"2020X","027","221",2021-08-05,"0180"
"Albanie, NAT, 2021X 003588, 092","Albanie","NAT","2021X003588",92,"2021X","003","588",2021-08-05,"0180"
"04100, EFF, 2020X 034325, 004","France","EFF","2020X034325",4,"2020X","034","325",2021-08-05,"0180"
"Tunisie, NAT, 2020X 034325, 004","Tunisie","NAT","2020X034325",4,"2020X","034","325",2021-08-05,"0180"
"Maroc, NAT, 2020X 029658, 091","Maroc","NAT","2020X029658",91,"2020X","029","658",2021-08-05,"0180"
"20600, EFF, 2021X 006504, 02","France","EFF","2021X006504",2,"2021X","006","504",2021-08-05,"0180"
"Tunisie, NAT, 2021X 006504, 02","Tunisie","NAT","2021X006504",2,"2021X","006","504",2021-08-05,"0180"
"20600, EFF, 2021X 006504, 02","France","EFF","2021X006504",2,"2021X","006","504",2021-08-05,"0180"
"Etats-Unis, NAT, 2021X 304121,  075","Etats-Unis","NAT","2021X304121",75,"2021X","304","121",2021-08-05,"0180"
"Mexique, NAT, 2020X 006905, 075","Mexique","NAT","2020X006905",75,"2020X","006","905",2021-08-05,"0180"
"Pologne, NAT, 2021X 303326, 047","Pologne","NAT","2021X303326",47,"2021X","303","326",2021-08-05,"0180"
"75014, EFF, 2021X 003728, 075","France","EFF","2021X003728",75,"2021X","003","728",2021-08-05,"0180"
"Moldavie, NAT, 2020X 033300, 078","Moldavie","NAT","2020X033300",78,"2020X","033","300",2021-08-05,"0180"
"Sénégal, NAT, 2021X 005238, 092","Sénégal","NAT","2021X005238",92,"2021X","005","238",2021-08-05,"0180"
"Monténégro, NAT, 2021X 002545, 013","Monténégro","NAT","2021X002545",13,"2021X","002","545",2021-08-05,"0180"
"Maroc, NAT, 2020X 023570, 092","Maroc","NAT","2020X023570",92,"2020X","023","570",2021-08-05,"0180"
"Portugal, NAT, 2021X 304158, 091","Portugal","NAT","2021X304158",91,"2021X","304","158",2021-08-05,"0180"
"Algérie, REI, 2020X 034468, 062","Algérie","REI","2020X034468",62,"2020X","034","468",2021-08-05,"0180"
"Canada, NAT, 2021X 000512, 091","Canada","NAT","2021X000512",91,"2021X","000","512",2021-08-05,"0180"
"Espagne, NAT, 2020X 031408, 069","Espagne","NAT","2020X031408",69,"2020X","031","408",2021-08-05,"0180"
"95260, EFF, 2021X 303456, 095","France","EFF","2021X303456",95,"2021X","303","456",2021-08-05,"0180"
"95300, EFF, 2021X 303456, 095","France","EFF","2021X303456",95,"2021X","303","456",2021-08-05,"0180"
"Cameroun, NAT, 2020X 030264, 093","Cameroun","NAT","2020X030264",93,"2020X","030","264",2021-08-05,"0180"
"Cameroun, NAT, 2021X 000199, 091","Cameroun","NAT","2021X000199",91,"2021X","000","199",2021-08-05,"0180"
"75010, EFF, 2021X 003592, 092","France","EFF","2021X003592",92,"2021X","003","592",2021-08-05,"0180"
"Ukraine, NAT, 2021X 003592, 092","Ukraine","NAT","2021X003592",92,"2021X","003","592",2021-08-05,"0180"
"Mali, NAT, 2021X 302602, 091","Mali","NAT","2021X302602",91,"2021X","302","602",2021-08-05,"0180"
"Mali, NAT, 2021X 302749, 060","Mali","NAT","2021X302749",60,"2021X","302","749",2021-08-05,"0180"
"Mali, NAT, 2020X 013097, 095","Mali","NAT","2020X013097",95,"2020X","013","097",2021-08-05,"0180"
"Tunisie, NAT, 2021X 006222, 092","Tunisie","NAT","2021X006222",92,"2021X","006","222",2021-08-05,"0180"
"Afghanistan, NAT, 2021X 303821, 075","Afghanistan","NAT","2021X303821",75,"2021X","303","821",2021-08-05,"0180"
"Maroc, NAT, 2021X 006227, 075","Maroc","NAT","2021X006227",75,"2021X","006","227",2021-08-05,"0180"
"Algérie, NAT, 2020X 033329, 085","Algérie","NAT","2020X033329",85,"2020X","033","329",2021-08-05,"0180"
"76100, EFF, 2021X 304161, 092","France","EFF","2021X304161",92,"2021X","304","161",2021-08-05,"0180"
"Maroc, EFF, 2021X 304161, 092","Maroc","EFF","2021X304161",92,"2021X","304","161",2021-08-05,"0180"
"Egypte, EFF, 2021X 003250, 075","Egypte","EFF","2021X003250",75,"2021X","003","250",2021-08-05,"0180"
"Yémen, NAT, 2021X 003260, 075","Yémen","NAT","2021X003260",75,"2021X","003","260",2021-08-05,"0180"
"Egypte, EFF, 2021X 003250, 075","Egypte","EFF","2021X003250",75,"2021X","003","250",2021-08-05,"0180"
"Egypte, NAT, 2021X 003250, 075","Egypte","NAT","2021X003250",75,"2021X","003","250",2021-08-05,"0180"
"75015, EFF, 2021X 003250, 075","France","EFF","2021X003250",75,"2021X","003","250",2021-08-05,"0180"
"Mauritanie, NAT, 2021X 001290, 037","Mauritanie","NAT","2021X001290",37,"2021X","001","290",2021-08-05,"0180"
"Sénégal, EFF, 2021X 302655, 035","Sénégal","EFF","2021X302655",35,"2021X","302","655",2021-08-05,"0180"
"Sénégal, NAT, 2021X 302655, 035","Sénégal","NAT","2021X302655",35,"2021X","302","655",2021-08-05,"0180"
"35700, EFF, 2021X 302655, 035","France","EFF","2021X302655",35,"2021X","302","655",2021-08-05,"0180"
"Algérie, NAT, 2021X 304026, 030","Algérie","NAT","2021X304026",30,"2021X","304","026",2021-08-05,"0180"
"République Démocratique du Congo, NAT, 2021X  303337, 094","République Démocratique du Congo","NAT","2021X 303337",94,"2021X"," 30","333",2021-08-05,"0180"
"Maroc, NAT, 2021X 005462, 092","Maroc","NAT","2021X005462",92,"2021X","005","462",2021-08-05,"0180"
"Bénin, NAT, 2021X 303367, 037","Bénin","NAT","2021X303367",37,"2021X","303","367",2021-08-05,"0180"
"Côte d’Ivoire, NAT, 2021X 302909, 091","Côte d’Ivoire","NAT","2021X302909",91,"2021X","302","909",2021-08-05,"0180"
"Angola, NAT, 2021X 000333, 093","Angola","NAT","2021X000333",93,"2021X","000","333",2021-08-05,"0180"
"11000, EFF, 2021X 002724, 013","France","EFF","2021X002724",13,"2021X","002","724",2021-08-05,"0180"
"Pérou, NAT, 2021X 000463,  077","Pérou","NAT","2021X000463",77,"2021X","000","463",2021-08-05,"0180"
"20600, EFF, 2021X 002724, 013","France","EFF","2021X002724",13,"2021X","002","724",2021-08-05,"0180"
"Brésil, NAT, 2021X  002724, 013","Brésil","NAT","2021X 002724",13,"2021X"," 00","272",2021-08-05,"0180"
"Moldavie, NAT, 2020X 032640, 092","Moldavie","NAT","2020X032640",92,"2020X","032","640",2021-08-05,"0180"
"Arménie, NAT, 2021X 006284, 075","Arménie","NAT","2021X006284",75,"2021X","006","284",2021-08-05,"0180"
"Maroc, NAT, 2021X 006206, 092","Maroc","NAT","2021X006206",92,"2021X","006","206",2021-08-05,"0180"
"54150, EFF, 2021X 005024, 054","France","EFF","2021X005024",54,"2021X","005","024",2021-08-05,"0180"
"Liban, NAT, 2021X 004845, 075","Liban","NAT","2021X004845",75,"2021X","004","845",2021-08-05,"0180"
"75014, EFF, 2019X 038969, 092","France","EFF","2019X038969",92,"2019X","038","969",2021-08-05,"0180"
"Sénégal, NAT, 2020X 029738, 02","Sénégal","NAT","2020X029738",2,"2020X","029","738",2021-08-05,"0180"
"75014, EFF, 2019X 038969, 092","France","EFF","2019X038969",92,"2019X","038","969",2021-08-05,"0180"
"Sri Lanka, NAT, 2021X 005376, 031","Sri Lanka","NAT","2021X005376",31,"2021X","005","376",2021-08-05,"0180"
"République Démocratique du Congo, NAT, 2021X  000267, 028","République Démocratique du Congo","NAT","2021X 000267",28,"2021X"," 00","026",2021-08-05,"0180"
"Tunisie, NAT, 2021X 302587, 010","Tunisie","NAT","2021X302587",10,"2021X","302","587",2021-08-05,"0180"
"87280, EFF, 2020X 035020, 087","France","EFF","2020X035020",87,"2020X","035","020",2021-08-05,"0180"
"87280, EFF, 2020X 035020, 087","France","EFF","2020X035020",87,"2020X","035","020",2021-08-05,"0180"
"87280, EFF, 2020X 035020, 087","France","EFF","2020X035020",87,"2020X","035","020",2021-08-05,"0180"
"Royaume-Uni, NAT, 2020X 031469, 073","Royaume-Uni","NAT","2020X031469",73,"2020X","031","469",2021-08-05,"0180"
"Royaume-Uni, EFF, 2020X 031469, 073","Royaume-Uni","EFF","2020X031469",73,"2020X","031","469",2021-08-05,"0180"
"Australie, NAT, 2021X 007269,  065","Australie","NAT","2021X007269",65,"2021X","007","269",2021-08-05,"0180"
"Algérie, NAT, 2021X 003970, 076","Algérie","NAT","2021X003970",76,"2021X","003","970",2021-08-05,"0180"
"Tunisie, NAT, 2020X 003418, 094","Tunisie","NAT","2020X003418",94,"2020X","003","418",2021-08-05,"0180"
"Russie, NAT, 2020X 004247, 027","Russie","NAT","2020X004247",27,"2020X","004","247",2021-08-05,"0180"
"92360, EFF, 2020X 004247, 027","France","EFF","2020X004247",27,"2020X","004","247",2021-08-05,"0180"
"92150, EFF, 2020X 004247, 027","France","EFF","2020X004247",27,"2020X","004","247",2021-08-05,"0180"
"94270, EFF, 2021X 005714, 094","France","EFF","2021X005714",94,"2021X","005","714",2021-08-05,"0180"
"Tunisie, NAT, 2020X 033557, 091","Tunisie","NAT","2020X033557",91,"2020X","033","557",2021-08-05,"0180"
"Algérie, NAT, 2021X 000266, 093","Algérie","NAT","2021X000266",93,"2021X","000","266",2021-08-05,"0180"
"Pérou, NAT, 2021X 004594, 092","Pérou","NAT","2021X004594",92,"2021X","004","594",2021-08-05,"0180"
"Côte d’Ivoire, NAT, 2021X 303520, 079","Côte d’Ivoire","NAT","2021X303520",79,"2021X","303","520",2021-08-05,"0180"
"69500, EFF, 2021X 303176, 069","France","EFF","2021X303176",69,"2021X","303","176",2021-08-05,"0180"
"Algérie, NAT, 2021X 303176, 069","Algérie","NAT","2021X303176",69,"2021X","303","176",2021-08-05,"0180"
"69320, EFF, 2021X 303176, 069","France","EFF","2021X303176",69,"2021X","303","176",2021-08-05,"0180"
"69500, EFF, 2021X 303176, 069","France","EFF","2021X303176",69,"2021X","303","176",2021-08-05,"0180"
"Albanie, NAT, 2021X 304108, 092","Albanie","NAT","2021X304108",92,"2021X","304","108",2021-08-05,"0180"
"Maroc, NAT, 2021X 005487, 092","Maroc","NAT","2021X005487",92,"2021X","005","487",2021-08-05,"0180"
"Sénégal, NAT, 2021X 302451, 033","Sénégal","NAT","2021X302451",33,"2021X","302","451",2021-08-05,"0180"
"Ouzbékistan, NAT, 2021X 301084, 067","Ouzbékistan","NAT","2021X301084",67,"2021X","301","084",2021-08-05,"0180"
"Arménie, NAT, 2021X 001228, 042","Arménie","NAT","2021X001228",42,"2021X","001","228",2021-08-05,"0180"
"Biélorussie, NAT, 2020X 032814, 038","Biélorussie","NAT","2020X032814",38,"2020X","032","814",2021-08-05,"0180"
"Russie, NAT, 2020X 035074, 044","Russie","NAT","2020X035074",44,"2020X","035","074",2021-08-05,"0180"
"Rwanda, NAT, 2021X 303621, 078","Rwanda","NAT","2021X303621",78,"2021X","303","621",2021-08-05,"0180"
"78300, EFF, 2021X 303621, 078","France","EFF","2021X303621",78,"2021X","303","621",2021-08-05,"0180"
"75020, EFF, 2021X 005405, 075","France","EFF","2021X005405",75,"2021X","005","405",2021-08-05,"0180"
"75020, EFF, 2021X 005405, 075","France","EFF","2021X005405",75,"2021X","005","405",2021-08-05,"0180"
"Afghanistan, EFF, 2021X 005405, 075","Afghanistan","EFF","2021X005405",75,"2021X","005","405",2021-08-05,"0180"
"Pakistan, NAT, 2021X 005405, 075","Pakistan","NAT","2021X005405",75,"2021X","005","405",2021-08-05,"0180"
"Royaume-Uni, NAT, 2020X 031905, 086","Royaume-Uni","NAT","2020X031905",86,"2020X","031","905",2021-08-05,"0180"
"Algérie, REI, 2021X 005720, 075","Algérie","REI","2021X005720",75,"2021X","005","720",2021-08-05,"0180"
"Algérie, NAT, 2021X 302914, 061","Algérie","NAT","2021X302914",61,"2021X","302","914",2021-08-05,"0180"
"Tunisie, NAT, 2021X 006087, 031","Tunisie","NAT","2021X006087",31,"2021X","006","087",2021-08-05,"0180"
"Tunisie, NAT, 2021X 302923, 006","Tunisie","NAT","2021X302923",6,"2021X","302","923",2021-08-05,"0180"
"75014, EFF, 2020X 034249, 092","France","EFF","2020X034249",92,"2020X","034","249",2021-08-05,"0180"
"Burkina Faso, NAT, 2020X 034249, 092","Burkina Faso","NAT","2020X034249",92,"2020X","034","249",2021-08-05,"0180"
"75014, EFF, 2020X 034249, 092","France","EFF","2020X034249",92,"2020X","034","249",2021-08-05,"0180"
"06300, EFF, 2021X 303613, 006","France","EFF","2021X303613",6,"2021X","303","613",2021-08-05,"0180"
"Portugal, NAT,  2021X 304166, 042","Portugal","NAT","2021X304166",42,"2021X","304","166",2021-08-05,"0180"
"Azerbaïdjan, NAT, 2021X 005024, 054","Azerbaïdjan","NAT","2021X005024",54,"2021X","005","024",2021-08-05,"0180"
"Mali, NAT, 2021X 303959, 029","Mali","NAT","2021X303959",29,"2021X","303","959",2021-08-05,"0180"
"Algérie, NAT, 2021X 303984, 084","Algérie","NAT","2021X303984",84,"2021X","303","984",2021-08-05,"0180"
"Turquie, NAT, 2021X 003506, 084","Turquie","NAT","2021X003506",84,"2021X","003","506",2021-08-05,"0180"
"Mali, NAT, 2020X 008981, 091","Mali","NAT","2020X008981",91,"2020X","008","981",2021-08-05,"0180"
"Sierra Leone, NAT, 2021X 010922, 095","Sierra Leone","NAT","2021X010922",95,"2021X","010","922",2021-08-05,"0180"
"Inde, NAT, 2019X 002778, 066","Inde","NAT","2019X002778",66,"2019X","002","778",2021-08-05,"0180"
"Slovaquie, NAT, 2021X 006351, 092","Slovaquie","NAT","2021X006351",92,"2021X","006","351",2021-08-05,"0180"
"Serbie, NAT, 2021X 001359, 094","Serbie","NAT","2021X001359",94,"2021X","001","359",2021-08-05,"0180"
"Tunisie, NAT, 2021X 000198, 091","Tunisie","NAT","2021X000198",91,"2021X","000","198",2021-08-05,"0180"
"Pologne, NAT, 2021X 005364, 047","Pologne","NAT","2021X005364",47,"2021X","005","364",2021-08-05,"0180"
"Algérie, REI, 2020X 007189, 095","Algérie","REI","2020X007189",95,"2020X","007","189",2021-08-05,"0180"
"Tunisie, NAT, 2021X 004445, 075","Tunisie","NAT","2021X004445",75,"2021X","004","445",2021-08-05,"0180"
"Royaume-Uni, NAT, 2020X 032330, 001","Royaume-Uni","NAT","2020X032330",1,"2020X","032","330",2021-08-05,"0180"
"Togo, NAT, 2021X 302576, 059","Togo","NAT","2021X302576",59,"2021X","302","576",2021-08-05,"0180"
"Algérie, NAT, 2021X 011139, 027","Algérie","NAT","2021X011139",27,"2021X","011","139",2021-08-05,"0180"
"Cameroun, NAT, 2021X 304105, 092","Cameroun","NAT","2021X304105",92,"2021X","304","105",2021-08-05,"0180"
"Roumanie, NAT, 2021X 002147, 02","Roumanie","NAT","2021X002147",2,"2021X","002","147",2021-08-05,"0180"
"Cameroun, NAT, 2021X 304112, 075","Cameroun","NAT","2021X304112",75,"2021X","304","112",2021-08-05,"0180"
"Guinée, NAT, 2021X 010881, 076","Guinée","NAT","2021X010881",76,"2021X","010","881",2021-08-05,"0180"
"13540, EFF, 2020X 031959, 013","France","EFF","2020X031959",13,"2020X","031","959",2021-08-05,"0180"
"Italie, EFF, 2020X 031959, 013","Italie","EFF","2020X031959",13,"2020X","031","959",2021-08-05,"0180"
"Italie, EFF, 2020X 031959, 013","Italie","EFF","2020X031959",13,"2020X","031","959",2021-08-05,"0180"
"13540, EFF, 2020X 031959, 013","France","EFF","2020X031959",13,"2020X","031","959",2021-08-05,"0180"
"Maroc, NAT, 2020X 031959, 013","Maroc","NAT","2020X031959",13,"2020X","031","959",2021-08-05,"0180"
"13005, EFF, 2021X 303788, 013","France","EFF","2021X303788",13,"2021X","303","788",2021-08-05,"0180"
"13005, EFF, 2021X 303788, 013","France","EFF","2021X303788",13,"2021X","303","788",2021-08-05,"0180"
"Tunisie, NAT, 2021X 006234, 075","Tunisie","NAT","2021X006234",75,"2021X","006","234",2021-08-05,"0180"
"Tunisie, NAT, 2020X 035004, 002","Tunisie","NAT","2020X035004",2,"2020X","035","004",2021-08-05,"0180"
"Mali, NAT, 2020X 012543, 093","Mali","NAT","2020X012543",93,"2020X","012","543",2021-08-05,"0180"
"Syrie, NAT, 2021X 005012, 075","Syrie","NAT","2021X005012",75,"2021X","005","012",2021-08-05,"0180"
"Algérie, REI, 2021X 003672, 075","Algérie","REI","2021X003672",75,"2021X","003","672",2021-08-05,"0180"
"Guinée, NAT, 2021X 304123, 057","Guinée","NAT","2021X304123",57,"2021X","304","123",2021-08-05,"0180"
"Guinée, NAT, 2021X 006205, 095","Guinée","NAT","2021X006205",95,"2021X","006","205",2021-08-05,"0180"
"Guinée, NAT, 2021X 005921, 095","Guinée","NAT","2021X005921",95,"2021X","005","921",2021-08-05,"0180"
"Guinée, NAT, 2021X 012430, 060","Guinée","NAT","2021X012430",60,"2021X","012","430",2021-08-05,"0180"
"28630, EFF, 2021X 303954, 028","France","EFF","2021X303954",28,"2021X","303","954",2021-08-05,"0180"
"Algérie, NAT, 2021X 303676, 025","Algérie","NAT","2021X303676",25,"2021X","303","676",2021-08-05,"0180"
"Biélorussie, NAT, 2020X 033599, 091","Biélorussie","NAT","2020X033599",91,"2020X","033","599",2021-08-05,"0180"
"Allemagne, NAT, 2020X 029737, 014","Allemagne","NAT","2020X029737",14,"2020X","029","737",2021-08-05,"0180"
"Royaume-Uni, NAT, 2021X 006186, 031","Royaume-Uni","NAT","2021X006186",31,"2021X","006","186",2021-08-05,"0180"
"Royaume-Uni, NAT, 2021X 000590, 067","Royaume-Uni","NAT","2021X000590",67,"2021X","000","590",2021-08-05,"0180"
"Maroc, NAT, 2021X 303705, 095","Maroc","NAT","2021X303705",95,"2021X","303","705",2021-08-05,"0180"
"Macédoine, NAT, 2021X 304164, 069","Macédoine","NAT","2021X304164",69,"2021X","304","164",2021-08-05,"0180"
"Russie, NAT, 2020X 029748, 092","Russie","NAT","2020X029748",92,"2020X","029","748",2021-08-05,"0180"
"Guinée, NAT, 2020X 035020, 087","Guinée","NAT","2020X035020",87,"2020X","035","020",2021-08-05,"0180"
"Sénégal, NAT, 2021X 005683, 078","Sénégal","NAT","2021X005683",78,"2021X","005","683",2021-08-05,"0180"
"Pakistan, NAT, 2021X 302603, 091","Pakistan","NAT","2021X302603",91,"2021X","302","603",2021-08-05,"0180"
"Sénégal, NAT, 2021X 304047, 078","Sénégal","NAT","2021X304047",78,"2021X","304","047",2021-08-05,"0180"
"Mali, NAT, 2020X 109911, 094","Mali","NAT","2020X109911",94,"2020X","109","911",2021-08-05,"0180"
"67300, EFF, 2021X 303800, 067","France","EFF","2021X303800",67,"2021X","303","800",2021-08-05,"0180"
"Royaume-Uni, NAT, 2020X 032249, 017","Royaume-Uni","NAT","2020X032249",17,"2020X","032","249",2021-08-05,"0180"
"Allemagne, NAT, 2020X 110768, 014","Allemagne","NAT","2020X110768",14,"2020X","110","768",2021-08-05,"0180"
"Pologne, NAT, 2020X 026344, 045","Pologne","NAT","2020X026344",45,"2020X","026","344",2021-08-05,"0180"
"97680, EFF, 2021X 303860, 054","France","EFF","2021X303860",54,"2021X","303","860",2021-08-05,"0180"
"Algérie, NAT, 2021X 000582, 067","Algérie","NAT","2021X000582",67,"2021X","000","582",2021-08-05,"0180"
"Maroc, NAT, 2021X 005004, 026","Maroc","NAT","2021X005004",26,"2021X","005","004",2021-08-05,"0180"
"Algérie, NAT, 2021X 001256, 069","Algérie","NAT","2021X001256",69,"2021X","001","256",2021-08-05,"0180"
"69320, EFF, 2021X 001256, 069","France","EFF","2021X001256",69,"2021X","001","256",2021-08-05,"0180"
"Côte d’Ivoire, NAT, 2021X 303961,  095","Côte d’Ivoire","NAT","2021X303961",95,"2021X","303","961",2021-08-05,"0180"
"Maroc, NAT, 2020X 030388, 092","Maroc","NAT","2020X030388",92,"2020X","030","388",2021-08-05,"0180"
